title,news_link
"
 Car catches fire amid gridlock in Lagos ,
 BREAKING: Ivory Coast defeats D'Tigers in FIBA W'Cup ,
                                                                                                    British Airways suspends ticket sales over trapped funds ,
                                                                                                    NBA swears in Maikyau as Akpata bows out ,
                                                                                                    BREAKING: Amusan finishes second in Lausanne Diamond League ,
                                                                                                    Osimhen remains Napoli player, says agent ","https://punchng.com/car-catches-fire-amid-gridlock-in-lagos/,https://punchng.com/breaking-ivory-coast-defeats-dtigers-in-fiba-wcup/,https://punchng.com/british-airways-suspends-ticket-sales-over-trapped-funds/,https://punchng.com/nba-swears-in-maikyau-as-akpata-bows-out/,https://punchng.com/breaking-amusan-finishes-second-in-lausanne-diamond-league/,https://punchng.com/osimhen-remains-napoli-player-says-agent/"
